ID,CU,G,ED,EC,E,M1,M2,M3,M4,M5,M6,D1,D2,D3,D4,D5,D6,P1,P2,P3,P4,P5,P6,SP
26378,42000,F,2,Casado,37,0,0,0,0,0,0,10198.7,9654.4,9419.9,9039.5,8951.3,9279.2,600,604.5,500,600,500,400,No
26379,18000,F,2,Casado,34,2,2,2,2,2,2,9315.5,9500.8,9708.8,9809.3,9957.8,10182.8,430,450,350,400,400,400,Si
26380,24000,F,2,Casado,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,No
26381,21000,F,2,Casado,41,-1,0,-1,-1,-1,-1,1334,4286.2,958.4,797.8,672.8,672.8,4200,960,797.8,672.8,672.8,672.8,No
26382,3000,F,3,Casado,43,-1,3,2,2,0,0,1033,1004,1090.3,1053.3,1013.2,1034.3,0,114.9,10.1,34.8,35.9,36.4,No
26383,21000,F,2,Casado,44,0,0,0,0,0,0,3661.2,4053.4,4288.9,4293.6,4493.6,4716.6,453.4,300,100,200,223,102.6,No
26384,32000,F,1,Soltero,30,-1,-1,-1,-1,-1,-1,1028.3,248.8,518.7,1173.5,228,940.4,248.8,520.9,1173.5,228,940.4,366,No
26385,22000,F,3,Casado,38,0,0,0,0,0,0,12062.2,11159.3,9917,9843.7,9122.2,9406.1,480.3,460.4,349.7,400,421.4,340.4,No
26386,24000,F,1,Soltero,29,-1,-1,-1,-1,0,-1,153,69.6,69.6,1833.4,2763.8,69.6,70,69.6,1833.4,1000,69.6,69.6,No
26387,45000,F,1,Soltero,35,1,2,2,0,0,0,13135.1,13245.3,12890.1,13298.2,14129.8,13734.7,472.3,0,627,1200,1630.9,500,No
26388,50000,F,2,Casado,36,0,0,0,0,0,0,26150.2,28670.8,31164.1,32629.8,27096.8,31588.9,3000,3000,2050.7,5000,5004.7,2041.3,No
26389,18000,F,2,Casado,44,0,0,0,0,0,0,17483,17891.7,18277.7,17123.9,11906,12198.1,700,680,680,450,500,500,No
26390,8000,F,1,Casado,38,-2,-2,-2,-2,-2,-2,0,0,51.7,0,0,0,33.9,51.7,0,0,0,0,No
26391,5000,F,2,Soltero,41,2,-1,2,2,-2,-2,39,78,78,0,0,0,78,0,0,0,0,0,Si
26392,45000,F,2,Casado,41,0,-1,0,-1,-1,-1,10462.4,2811.4,1975.8,1251.8,1832.8,1487.9,2811.4,142.4,1251.8,1832.8,1487.9,3474.4,No
26393,38000,F,1,Casado,43,-1,-1,-1,-1,-1,-1,1886.6,2084,18.8,217.2,517.3,544.6,2088.4,18.8,217.2,517.3,544.6,204.5,No
26394,5000,F,1,Soltero,29,-2,-2,-2,-2,-2,-2,-10.1,-10.1,-10.1,-10.1,-10.1,110,0,0,0,0,120.1,0,No
26395,3000,F,3,Casado,30,3,2,2,0,0,0,2950.8,3063.4,2982.7,2866.1,2860.8,3064.7,190,0,445.5,104.7,250,106,No
26396,30000,F,1,Casado,37,-1,-1,-1,-1,-1,-1,577.1,321.7,1961.5,1112.3,1026.6,1246.7,321.7,1961.5,1112.3,1026.6,1246.7,504.1,No
26397,34000,F,2,Casado,45,-2,-2,-2,-2,-2,-2,575.4,48,253.2,-3.6,10566.8,549,48.2,254.4,0.2,10619.6,551.7,43.3,No
26398,19000,F,2,Soltero,44,0,0,0,0,0,0,13739.4,14089.9,14463.6,14817.3,15185.3,15503.1,577.4,598.7,594.8,600,548.1,550,No
26399,12000,F,3,Casado,41,0,0,0,0,0,0,10826.4,10942.7,11123.8,11346.5,11475.9,11716.5,390.6,404,407.9,409.3,424,476.6,No
26400,21000,F,1,Soltero,40,0,0,0,0,0,0,16016.1,15601.5,15034.9,14778.8,14595.8,14566.7,550,700,669.3,530.7,544.1,546.3,No
26401,36000,F,1,Casado,46,0,0,-1,0,0,0,5838.9,4209.4,1059.4,3153.2,4634.2,5657.1,2000,1060,3000,2000,1500,1000,No
26402,33000,F,1,Soltero,35,-1,-1,-1,-1,-1,0,11.7,0,2.3,77.6,33.4,30.3,0,22.2,97.5,33.4,0,0.9,No
26403,10000,F,1,Casado,37,0,0,0,0,0,0,6876,7011.3,7156.7,7241,7384.6,7555.6,309.5,318.1,262.8,264,289.7,360,No
26404,25000,F,1,Soltero,38,-1,-1,-1,-1,-1,-1,1476.6,99,815,1541,127.6,0,99,815,1541,127.6,0,0,No
26405,12000,F,2,Casado,46,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,Si
26406,20000,F,1,Soltero,43,1,-1,-1,-1,2,-1,0,211.2,72.3,15,15,247.8,211.2,98.1,15,0,247.8,537.7,No
26407,28000,F,1,Soltero,30,1,2,0,-1,-1,-1,2590.3,1926.2,1066,419.1,167.1,10572.6,5,205.3,421.1,200.1,10574.7,10005.5,No
26408,48000,F,2,Casado,46,-1,-1,-1,-2,-1,0,99.3,131.7,0,0,441.5,197.8,131.7,0,0,441.5,0,0,No
26409,24000,F,2,Soltero,36,-1,-1,-1,-1,-2,-2,392.2,294.7,29.7,0,0,0,294.7,29.7,0,0,0,0,Si
26410,12000,F,2,Casado,39,-2,-2,-2,-2,-2,-2,28,619.2,213.4,0,0,0,619.2,214.2,0,0,0,0,No
26411,11000,F,2,Soltero,40,0,0,0,0,0,0,9615.5,9675.2,9888.4,9850.1,3425,3587.4,500,500,300,300,300,300,No
26412,39000,F,1,Casado,41,0,0,2,0,0,-2,4837.8,5227.9,5117.6,5228.6,0,0,470.5,0,271.2,0,0,0,No
26413,2000,F,2,Soltero,38,1,2,2,4,3,2,1068.3,1272.9,1473.4,1419,1372.1,1384.8,250,250.1,0,0,44.1,0.1,No
26414,14000,F,1,Soltero,35,0,0,0,0,0,0,11194.1,11438.9,11695.6,11933.4,12066.1,12325.6,580,590,580,480,470,500,No
26415,16000,F,2,Casado,41,0,0,0,0,0,0,3996.2,4564,3898.8,1982.5,2265.4,1615.8,1000,1000,500,500,500,1000,No
26416,21000,F,1,Casado,30,1,-1,-1,-1,-1,-1,0,82,71.8,42.4,63.1,84.3,82,71.8,42.4,63.1,84.3,0,No
26417,21000,F,1,Casado,47,0,0,0,0,0,0,20250.3,17323.2,11712.5,21265.6,10780.8,6304.9,708.2,600,600,500,300,600,No
26418,24000,F,1,Soltero,39,0,-1,0,0,0,0,5259.5,23886.1,19835.1,19524.2,18771,17182.8,23886.1,667.8,753.7,1055.5,522.3,582.9,No
26419,15000,F,2,Casado,36,-2,-2,-1,-1,2,-1,1108.5,250,19,317.3,67.3,3810,250.7,19,318,0,3810,500,No
26420,6000,F,2,Casado,48,0,0,0,0,0,0,5689.9,5803.2,5962.4,5812.4,5885.2,5887.2,208,253,186.5,144.5,29.3,154.5,No
26421,18000,F,2,Casado,40,-1,-1,-1,-1,-1,-1,155.2,77.6,0,175.2,7000,1055.2,77.6,0,175.2,7000,1055.2,977.6,Si
26422,12000,F,2,Soltero,37,0,-1,-1,-1,-1,-1,301.4,38,38,38,38,38,76,38,38,38,38,53,No
26423,21000,F,1,Soltero,40,0,0,0,0,0,0,5490.4,4666.2,4616.2,4603.9,3290.3,3453.4,200,210,200,150,200,200,No
26424,42000,F,1,Soltero,36,0,0,0,0,0,-1,2032.6,2162.9,2235.4,2315,0,1523.5,147.9,120.4,100,0,1523.5,24.2,No
26425,11000,F,2,Casado,43,0,0,0,0,0,0,9224.4,9381.5,9730.7,9966.6,10208.2,10550,450,500,400,400,500,680.4,No
26426,18000,F,2,Soltero,31,0,0,0,0,0,0,11216.4,5083.8,5175.3,5361.9,5388.1,5476,182.1,200,300,200,200,210,No
26427,20000,F,1,Casado,42,-2,-2,-2,-2,-1,-1,0,0,0,0,183,0,0,0,0,183,0,0,Si
26428,22000,F,1,Soltero,32,0,0,0,0,0,0,21763.6,22183.4,22283,19512.1,16939.6,17387.5,800,1800,700,600,700,610,No
26429,25000,F,1,Casado,36,-2,-2,-2,-2,-2,-2,250.8,397.8,656,443.8,430.9,81.6,397.8,656,443.8,431.1,81.6,916.5,No
26430,25000,F,1,Soltero,39,-2,-2,-2,-2,-2,-2,0,63.2,31.6,0,31.6,63.2,63.2,31.6,0,31.6,63.2,15,No
26431,40000,F,3,Casado,47,-2,-2,-2,-2,-2,-2,169.8,36.5,321.3,257.8,966,2435.5,36.5,322.4,258,966,2435.5,0,No
26432,5000,F,2,Soltero,38,0,0,0,0,0,0,3894.5,3949.8,3827.2,2981,1867.4,1939.1,251.1,200,300,400,100,100,No
26433,48000,F,1,Soltero,48,-2,-2,-2,-2,-2,-2,108.7,18.8,25.7,169.7,18.8,2250.7,18.8,25.7,169.7,18.8,2250.7,37,No
26434,47000,F,1,Casado,39,-1,0,0,0,0,0,23549,12585.3,14364.6,11342.2,9692.1,9440.5,2585.3,2074.5,1342.2,692.1,564.5,611.4,No
26435,30000,F,1,Casado,36,0,0,0,0,0,0,3015.3,2838.4,2670,2255.4,1185.8,1383.8,200,200,255.2,200,300,800,No
26436,16000,F,2,Soltero,44,1,-2,-1,-1,-1,-1,-0.4,-0.4,345.4,0,331.2,0,0,345.8,0,331.2,0,0,No
26437,16000,F,1,Casado,42,-1,-1,-1,-1,-1,0,334.6,442,306.2,611.7,478.1,145,442,306.2,611.9,478.1,0,605.8,No
26438,23000,F,1,Soltero,33,-1,-1,-1,-1,-1,-1,222.7,349.6,400.6,41.1,151.1,133.4,349.6,409.1,41.1,151.1,133.4,115.7,No
26439,5000,F,3,Soltero,49,0,0,0,0,0,0,3980.3,3759.5,2325,2629.3,2150.8,2097.1,500.7,160.2,1000.2,500,200,200,No
26440,15000,F,3,Casado,48,0,0,0,2,0,0,3671.7,3780,4087.4,3992.2,4095.3,4213.6,200,400,0,200,200,200,No
26441,13000,F,2,Casado,50,2,2,2,2,2,2,7362.1,7610.4,7779.5,7858.4,7973.6,7840.5,430,350,270,297,0,387,No
26442,36000,F,1,Soltero,49,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,Si
26443,15000,F,2,Casado,50,0,0,0,0,0,0,14526.8,11150,10199.6,5650.3,3865,2877.5,600.5,445,324.3,200,200,100,Si
26444,7000,F,2,Casado,50,0,0,0,0,0,0,1285.7,1386.7,1489.7,1594.1,1637.6,1695.9,153,156,160,100,100,240,No
26445,45000,F,1,Casado,49,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,No
26446,20000,F,2,Casado,49,1,-2,-2,-2,-2,-2,-0.5,72.8,0,0,0,0,73.3,0,0,0,0,0,Si
26447,8000,F,2,Casado,50,2,0,-1,0,0,0,8990.1,8540.6,7578.9,7787,7360.1,7675.1,600,8178.9,387,460.1,475.1,471.8,Si
26448,34000,F,2,Casado,48,0,0,0,0,0,0,31086.6,32068.5,32061.4,2176.8,2240.5,2454.5,1500,700,150,100,250,11250,No
26449,5000,F,2,Soltero,52,0,0,0,0,0,0,3374.3,2298.9,1584.3,1682.5,1463.7,1539.7,200,140,200,500,100,100,Si
26450,20000,F,1,Casado,50,-1,-1,-1,-1,0,0,211.9,166.2,248.2,1927.2,2238.8,2110.5,166.2,248.2,1927.2,1000.4,1000,347.1,No
26451,21000,F,3,Casado,48,0,0,0,0,0,0,11953,11173,10715,10241.8,9765.3,9265.3,399.8,388.5,371.2,359.9,334.6,292,No
26452,36000,F,2,Casado,49,-1,-1,-1,-1,-1,-1,80.1,90.8,108.1,153.8,0,80.4,91.3,108.1,153.8,0,80.4,20,No
26453,23000,F,3,Casado,50,-2,-2,-2,-2,-2,-2,278.9,294.2,252,293.6,349.3,316,294.2,252,293.6,349.3,316,278.4,No
26454,5000,F,3,Casado,48,0,0,0,0,0,-2,7330.2,6593.1,5877.3,5891.8,0,0,250,242.8,142.3,0,0,0,Si
26455,12000,F,2,Casado,50,2,0,0,0,2,2,8197.9,8272.6,8539,9154.9,9275.4,9472.2,300,400,760,360,360,360,Si
26456,34000,F,1,Soltero,50,1,-2,-2,-2,-2,-2,272.8,1565,1155,1105.8,691.2,412.5,1565,1155.4,1105.8,691.7,412.5,485,No
26457,5000,F,3,Casado,49,0,0,0,0,0,-2,4919.5,4849.6,4941.2,4959,0,0,4700,200,100,0,0,0,Si
26458,7000,F,3,Casado,49,1,2,2,2,2,0,991.5,960.7,1191.3,1251.8,1202.2,1217.9,0,246.8,110,0,50,60,No
26459,10000,F,2,Casado,50,0,0,0,0,0,0,9474.5,9683.8,9573.2,9155.6,9340.3,9566.1,460,460,350,337.2,379.3,400,No
26460,2000,F,2,Casado,49,0,0,0,0,0,0,1356.1,1457.3,1529,1630,1662.4,1697.4,154.3,126,127,59.4,61.7,142.5,Si
26461,8000,F,2,Casado,49,0,0,0,0,0,0,7734.7,6199.8,4794.1,4785.1,4880.4,5003.3,238.4,500,200,173.2,200,300.3,No
26462,28000,F,3,Soltero,49,-2,-2,-2,-1,-1,0,79.5,102,0,107.5,14124.6,14634.9,102.5,0,107.5,14124.6,634.9,919.2,No
26463,30000,F,2,Casado,50,-2,-2,-2,-2,-2,-2,88.2,0,0,0,0,0,0,0,0,0,0,0,No
26464,50000,F,3,Casado,49,-1,-1,-1,2,-1,0,39.6,39.6,579.2,39.6,79.2,39.6,39.6,579.2,0,79.2,0,585.7,Si
26465,5000,F,3,Soltero,51,0,0,0,0,0,0,4688,2557.7,2635.2,1684.6,1756.2,1827.5,150,126.9,128.4,100,100,74,No
26466,14000,F,2,Soltero,50,0,0,0,0,0,0,12894.9,13377.8,13124.1,2599.4,2576.9,2455.2,700,600,300,500,400,600,Si
26467,21000,F,2,Soltero,49,-1,-1,-1,-1,0,0,99.1,404.5,405.6,6582.5,6080.3,5657.8,603.5,405.6,6582.5,142,113.2,500,Si
26468,10000,F,3,Casado,49,0,0,0,0,0,0,4108.8,4180.7,4334.8,4278.2,4077.9,4061.8,200,300,190,155,143,314.3,No
26469,5000,F,2,Casado,50,0,0,0,0,0,0,1459.2,1633.5,1806.1,1895.5,1993.3,2160.5,200,200,150,130,200,100,No
26470,2000,F,3,Casado,51,0,0,0,0,0,0,1318.4,1420,1695.8,1965.1,3733.2,1922.5,124.2,300,300,377.2,142,72.9,No
26471,20000,F,2,Casado,50,0,0,0,0,0,0,470.1,314.6,448.6,1339,800.9,501,231,351.8,1253.7,4.5,51.4,281.1,No
26472,10000,F,3,Casado,51,-1,-1,-1,-1,-1,-1,20,10,19.7,24.5,321,31.8,10,19.7,24.5,321,31.8,79.7,No
26473,5000,F,3,Casado,50,0,0,0,0,0,0,3614.9,3807.8,3676.6,3049,2693.4,2811.8,300,1000,500,150,200,200,Si
26474,23000,F,3,Casado,53,0,0,0,0,0,0,3872.3,3934.7,3757.1,3892.4,4002.7,4127.7,200.1,200,200,200,200,200,No
26475,26000,F,2,Casado,50,0,0,0,0,0,0,26332,17162.6,17586.9,18089.1,18495.2,18232.8,700,700,800,703.2,1360.3,500,No
26476,12000,F,2,Casado,52,1,2,0,0,0,0,12318.4,11784.9,12047.1,11721.8,11687.1,12219.2,0,610,570,450,900,470,Si
26477,38000,F,3,Soltero,51,-1,-1,0,-1,0,-1,4371.5,6071.8,2181.4,4796.4,3340.5,298.1,6071.8,220,4800,0,298.1,3550,No
26478,8000,F,3,Casado,65,0,0,0,0,0,0,8207.4,8026,8211.6,8029.9,8141.6,8161.7,347,375,352,306.9,327.1,326.2,No
26479,24000,F,1,Casado,50,-2,-2,-2,-2,-2,-2,49.8,-0.2,49.7,-0.3,-0.3,-0.3,0,49.9,0,0,0,0,No
26480,3000,F,2,Casado,54,0,0,0,0,0,-1,3349.4,3297.8,3241.5,3032.4,3112.4,2550.2,250.6,243,130,100,3443.6,95,Si
26481,3000,F,2,Casado,59,0,0,0,0,0,0,2762,2792.1,2858.5,2900.7,2919.5,2133.5,144.9,150.3,131.5,89.3,100,51.3,No
26482,8000,F,3,Soltero,55,1,-1,0,0,0,0,7891,8036.2,7798.6,7880.3,5014,4775.7,8436.1,383.7,314.1,200,200,200,No
26483,5000,F,2,Casado,54,0,0,0,0,0,0,5056.6,4971.7,4966.1,4958.1,4955,4887.1,210.2,201.3,174.7,201.2,200,590,No
26484,1000,F,1,Soltero,56,1,2,2,2,0,0,1200.6,636.7,983.9,699.8,318.3,115.1,100,400,0,0,0,0,No
26485,10000,F,3,Casado,50,2,2,2,2,-1,0,11751.7,11053.7,9973.4,9997.3,7100.8,6673.5,470,0,300,10300,250,300,Si
26486,28000,F,3,Casado,50,-2,-2,-2,-2,-2,-2,0,0,0,67.9,304.7,574.2,0,0,67.9,304.7,574.2,44,No
26487,3000,F,3,Casado,55,1,2,0,0,0,0,3072.4,2927.8,3039.3,2978.5,3037.7,3015.5,0,160,158.5,137.7,115.5,260,Si
26488,8000,F,3,Casado,50,-1,-1,-2,-2,-2,-2,750.6,0,0,0,0,0,0,0,0,0,0,310.6,No
26489,3000,F,3,Soltero,51,0,0,0,0,0,-1,1441.7,1726.1,2054.3,1818,720,1818.3,900,500,818,220,1818.3,897.5,No
26490,17000,F,2,Soltero,51,0,0,0,0,0,0,15427.8,16167.9,16506.8,16622.7,10968.2,11290.6,1000,750,677.8,400,500,500,No
26491,6000,F,2,Casado,52,1,2,0,0,0,0,2893.4,2712.2,2777.4,2834.7,2851.5,2871.5,0,148.1,144.4,100.2,103,108.1,No
26492,10000,F,3,Casado,50,0,0,0,0,0,0,9295.6,9618,9770.1,10011.3,10212,7363,433.3,351.8,356.7,318.3,267.4,283.6,No
26493,16000,F,1,Casado,58,-2,-2,-2,-2,-2,-2,74.9,388.3,358.4,183,39,39,389.4,359.4,224.6,39,39,39,Si
26494,5000,F,2,Soltero,55,0,0,0,0,0,0,4062.3,4008.8,3870.6,3803.4,2367.5,2288.8,161.6,218,200.4,100,100.2,100.4,No
26495,36000,F,1,Casado,59,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,Si
26496,21000,F,1,Casado,52,-1,-1,-1,-2,-1,-1,26.2,73.8,0,0,185.8,4.5,73.8,0,0,185.8,4.5,366.7,No
26497,19000,F,2,Casado,55,-1,-1,-1,-1,-1,-1,663.7,647.6,1450.1,119,370.5,104.9,647.6,1491.5,119,370.5,104.9,1016,No
26498,9000,F,3,Casado,52,0,0,0,0,0,0,4256.7,4357.8,4488.1,4390.6,4376.7,4361.9,202.2,232.5,151,119.9,238,120.4,No
26499,5000,F,3,Casado,52,0,0,0,0,-1,-1,4819.5,4902.4,3808.5,0,1040,0,203.5,165,0,1040,0,0,No
26500,3000,F,3,Soltero,55,-2,-2,-2,-1,-1,-2,-33,34,-22,78,0,0,50,0,100,0,0,0,No
26501,3000,F,3,Casado,54,2,2,2,2,0,0,2418,2349.8,2640,2568.2,2615.5,2797.2,0,360,0,120,240,0,Si
26502,18000,F,3,Casado,61,0,0,0,0,0,0,2055.4,2156,2258.7,2359.9,2406.9,2457.3,135.3,138,139.2,86.2,89.2,100,Si
26503,12000,F,3,Casado,58,1,2,2,2,2,2,7940,8149,8349.6,8433.3,8544.4,8732.3,400,390,310,340,340,340,Si
26504,8000,F,3,Casado,55,0,0,0,-2,-2,-2,7246.2,4130,0,0,0,0,300,0,0,0,0,0,No
26505,40000,F,2,Casado,49,-2,-2,-2,-2,-2,-2,38.9,38.9,38.9,32,1418.5,38.9,39,39,32.1,1425.5,39,39,No
26506,12000,F,3,Soltero,53,0,0,0,0,0,0,11867.6,11917.7,11806.8,12045.7,9084.3,9126.7,421,443.5,459.2,317.1,325.6,326,No
26507,10000,F,1,Casado,52,2,2,2,2,2,2,4093.8,4303.6,4512.7,4418.3,4721.1,4640.1,300,300,0,400,0,300,Si
26508,30000,F,1,Soltero,52,-1,-1,0,-1,0,0,58.3,11138.3,11166.5,1432.5,1141.6,1052.3,11166.5,300,1432.5,0,0,992.7,No
26509,8000,F,3,Casado,69,0,0,0,0,0,0,7986.2,8092.1,7962.7,8061,6244.7,6085,300,300,300,232.4,250,300,No
26510,50000,F,3,Casado,53,-1,-1,-1,-1,-1,-1,145.3,96.1,15.9,72,315.7,233.6,96.1,15.9,72,316,233.6,103.3,No
26511,1000,F,3,Casado,51,0,0,2,0,0,2,441.6,673.3,648,749.5,873.5,845.3,240,0,113.1,137.1,0,179.4,No
26512,10000,F,3,Casado,55,2,3,2,-1,3,2,152,134.9,95.9,162.3,147,93,0,0,162.3,0,0,78,No
26513,24000,F,2,Casado,53,0,0,0,0,2,0,13532.2,10052.2,8462.6,7620.5,4677.1,3520.7,453.1,372.8,361.2,0,110,200,No
26514,28000,F,1,Casado,63,-2,-2,-2,-2,-2,-2,-20,-20,-20,-20,-20,-20,0,0,0,0,0,20,Si
26515,2000,F,2,Soltero,55,0,0,0,0,0,0,1650.3,1751.2,1848.1,1549.5,1593.8,1668,128.9,125.8,126,70,100,210,No
26516,11000,F,2,Casado,59,0,0,0,0,0,0,10080,4038.7,3768.9,3775,3328.1,3096.8,191.4,200,200,130,150,500,No
26517,29000,F,2,Casado,60,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,No
26518,8000,F,1,Casado,48,-1,-1,-1,-2,-2,-1,119.8,115,0,0,0,768.5,115,0,0,0,768.5,0,Si
26519,3000,F,3,Casado,51,1,2,2,0,0,0,3012.8,3132.5,2995.3,3033.2,2987.1,2897.7,200,0,196.2,139.5,100,200,No
26520,3000,F,1,Casado,52,-1,2,-1,2,-1,0,474.3,39,100,54.3,1812.7,2356.3,39,100,0.3,2007.7,1000,185.4,No
26521,6000,F,2,Soltero,57,0,0,2,0,0,0,4404.1,4681,4578.1,4881.4,4980.2,5103.4,381,0,381.4,180.2,203.4,445.9,Si
26522,7000,F,3,Casado,52,-1,-1,-1,0,0,0,100,109.8,2822.9,2804.6,2444.6,2215.1,109.8,3000.5,135,80,75,78,No
26523,14000,F,3,Casado,52,0,0,0,0,0,0,7690.2,7084.1,6142.2,5257.6,5130.1,4820.2,300,220,240,200,205,215,No
26524,15000,F,2,Soltero,53,0,-1,-1,-1,-1,-1,1146.7,1105.2,1025.2,2061.8,1045.7,962.4,1105.3,1025.3,1100,1150,1000,2400,No
26525,9000,F,2,Casado,58,1,2,2,2,2,0,2594.1,2572.2,2801.5,2826.2,2750.9,2808.2,50,300,100,0,101.7,243.3,Si
26526,3000,F,2,Casado,51,0,0,-1,-1,-1,-1,1186,684.6,709,268,39,0,100,709,268,39,0,78,No
26527,6000,F,3,Soltero,52,0,0,0,0,2,0,6025,6058.5,6125.7,6269.7,6081.6,6168.5,216.7,248.3,608.4,0,193.6,185,No
26528,49000,F,2,Casado,52,-1,-1,-1,-1,-1,-1,735.7,277.9,2259.5,75.5,700,0,277.9,2259.5,76.2,700,0,434.1,No
26529,23000,F,2,Casado,56,-2,-2,-2,-2,-2,-2,1051.1,238.1,258,4831,639,719.4,238.1,258,4834.2,639,719.4,1325,Si
26530,7000,F,2,Casado,53,0,0,0,0,0,0,7121.9,7111,6984.3,7083.4,7040.5,7100.4,290,320,280,245.8,280,290.1,No
26531,6000,F,3,Casado,55,3,2,0,0,0,0,7478.6,7157.5,6382.1,6371.9,6380.7,5748.2,0,940,227.1,242.5,208.7,214.2,Si
26532,3000,F,6,Casado,59,0,0,0,0,0,0,3041.9,2822.1,2901.6,794.6,811.4,838.2,148.1,127.6,113.2,30,40,37,No
26533,7000,F,2,Casado,62,0,0,0,0,0,0,5727.1,5626.9,5633.3,2928.8,2952.4,2976.4,285.7,270.2,150,110,110,115,No
26534,45000,F,3,Casado,56,1,-1,-1,-1,-1,-1,-0.4,83.1,-0.3,64.6,-0.2,41.8,83.5,0,64.9,0,42,120.4,Si
26535,2000,F,3,Soltero,54,0,0,0,0,0,0,1612,1716,1808.3,1509.6,1539.6,1572,130.8,123.1,124.4,54.4,56.5,150,Si
26536,3000,F,2,Casado,51,1,2,3,2,2,0,1649,1890.8,1832.1,1961.8,1900.8,1930.1,300,0,190,0,75,75,Si
26537,8000,F,3,Casado,54,0,0,0,0,0,0,7892.9,7817.7,6391.4,5438.2,4883.4,4975.6,320,300.2,220.2,200,200,200,No
26538,39000,F,1,Soltero,53,-2,-2,-1,-1,-2,-2,45,154,69,0,0,0,154,69,0,0,0,71.7,No
26539,3000,F,2,Soltero,50,0,0,0,0,0,0,1074.1,1205.7,1277.8,1409,1406.3,1435.7,149.8,121.9,153.1,50.4,52.1,52.3,No
26540,20000,F,3,Casado,51,1,-1,-1,-2,-2,-2,0,122.1,0,0,0,0,122.1,0,0,0,0,0,No
26541,14000,F,3,Soltero,59,1,2,0,0,0,0,6365.4,6204.2,6344.5,6372.9,6375.1,6542.1,0,300,200,200,200,300,No
26542,3000,F,2,Casado,51,-2,-2,-2,-2,-2,-2,172.4,122.2,495.2,669.3,2276.1,1004.4,122.2,497.2,762.9,2281.7,1005.6,29.8,Si
26543,29000,F,2,Casado,51,-2,-2,-2,-2,-2,-2,685.9,1121,243.6,26.6,0,341.2,1121,243.6,26.6,0,341.2,0,No
26544,20000,F,2,Casado,51,-1,-1,-2,-1,-1,-1,243.3,73.5,73.5,230.1,313.9,31.6,73.5,73.5,230.1,313.9,31.6,663.5,No
26545,18000,F,3,Casado,64,0,0,0,0,0,0,12007,12396.3,12502.2,12907.9,13010.9,13371.4,587.6,452.5,612.3,464.4,568.8,569.9,No
26546,20000,F,2,Casado,50,-2,-2,-2,-2,-2,-2,41.1,45.3,34.8,35.9,67.2,162,45.3,34.8,35.9,67.2,162,38.4,No
26547,50000,F,5,Casado,54,0,0,0,0,0,0,35525.1,35439.4,35952.2,36241.2,36255,35948.1,1268,1346.4,1282.1,1503.3,1278.8,1300,No
26548,52000,F,3,Casado,54,0,0,0,0,0,0,65306.2,67156.3,68962.7,70686.4,38316,29464.1,2850,3050,3000,1500,1500,0,No
26549,9000,F,3,Casado,53,-2,-2,-2,-2,-2,-2,82.7,0,246.9,82.7,0,165.4,0,246.9,82.7,0,165.4,82.7,No
26550,26000,F,2,Casado,54,-1,-1,0,0,0,0,1657,793.4,2025.8,5257.4,1946.3,2022.6,823.4,2003.4,5204.5,700,807.3,3011.3,No
26551,5000,F,3,Casado,51,0,0,0,0,0,0,2200,2045.4,2189.9,2089.5,1124.1,-86.1,200,210,200,100,0,3950,Si
26552,8000,F,2,Otros,59,0,0,0,0,0,0,8089.3,7917.5,7871.3,8068.4,5040,5005.8,279.9,330,360,156.8,162.5,164.9,Si
26553,21000,F,2,Soltero,54,0,0,0,0,0,0,19732.4,20197.7,20580,20559,9857.2,9052.1,800,1100,600,409.8,350,300,No
26554,30000,F,1,Casado,51,0,0,0,0,-2,-2,14312.1,14752.7,14892.5,0,0,0,826.9,682.5,0,0,0,0,No
26555,2000,F,1,Casado,53,1,2,2,2,0,0,899.2,831.3,1017.9,939.4,1146.2,1141,0,240,0,245.8,222.8,78,No
26556,5000,F,3,Soltero,51,0,0,0,0,0,0,2543.6,2744.5,2858.5,2973.6,2135.6,2340.3,244.5,158.5,173.6,235.6,240.3,241.4,No
26557,2000,F,3,Casado,52,2,2,2,2,0,0,568.2,643.7,718.1,790.8,878.1,964.5,100,100,100,100,100,0,Si
26558,15000,F,1,Casado,53,-1,-1,2,-1,-1,0,870.6,248.4,7,9000,906.8,234.9,250.8,0,9000,906.8,0,198.5,No
26559,5000,F,3,Otros,51,0,0,0,0,0,0,4478.8,4547.1,4639.4,4786.5,4745.5,4842.6,235.2,227.5,239.8,133.6,136.6,144.4,Si
26560,5000,F,2,Soltero,51,0,0,0,0,0,0,5056.6,5005,3700.5,2014.5,1962,1887.2,173.8,174.6,128.9,168.4,68.4,70.2,No
26561,5000,F,3,Soltero,51,2,2,2,2,2,0,3221.5,3338.4,3455.4,3569,3481.7,3625.2,200,200,200,0,200,200,No
26562,20000,F,3,Casado,51,1,-1,-1,-1,-1,-1,-18.6,84.6,135,1352.4,57,262.2,103.2,135,1353.4,57,262.2,105,No
